time, co2(ppm), temperature(C), rel_humidity(percent)
02-09-2023 10:35:34, 735, 19.94, 71.00
02-09-2023 10:35:39, 735, 19.97, 70.98
02-09-2023 10:35:44, 735, 19.95, 71.03
02-09-2023 10:35:49, 735, 19.95, 70.99
02-09-2023 10:35:54, 735, 19.94, 71.01
02-09-2023 10:35:59, 735, 19.97, 71.03
02-09-2023 10:36:04, 734, 19.96, 70.98
02-09-2023 10:36:09, 735, 19.95, 70.98
02-09-2023 10:36:14, 735, 19.96, 70.97
02-09-2023 10:36:19, 735, 19.97, 70.98
02-09-2023 10:36:24, 735, 19.94, 71.01
02-09-2023 10:36:29, 736, 19.94, 71.02
02-09-2023 10:36:34, 735, 19.94, 70.99
02-09-2023 10:36:39, 735, 19.93, 71.02
02-09-2023 10:36:44, 736, 19.94, 71.02
02-09-2023 10:36:49, 736, 19.93, 71.02
02-09-2023 10:36:54, 735, 19.95, 71.00
02-09-2023 10:36:59, 736, 19.94, 71.02
02-09-2023 10:37:04, 736, 19.95, 71.00
02-09-2023 10:37:09, 737, 19.95, 71.07
02-09-2023 10:37:14, 737, 19.94, 71.07
02-09-2023 10:37:19, 741, 19.94, 71.02
02-09-2023 10:37:24, 742, 19.94, 71.02
02-09-2023 10:37:29, 742, 19.94, 71.10
02-09-2023 10:37:34, 742, 19.94, 71.07
02-09-2023 10:37:39, 742, 19.94, 71.06
02-09-2023 10:37:44, 743, 19.95, 71.09
02-09-2023 10:37:49, 743, 19.93, 71.11
02-09-2023 10:37:54, 743, 19.93, 71.04
02-09-2023 10:37:59, 744, 19.94, 71.06
02-09-2023 10:38:04, 743, 19.93, 71.09
02-09-2023 10:38:09, 744, 19.93, 71.06
02-09-2023 10:38:14, 744, 19.94, 71.06
02-09-2023 10:38:19, 745, 19.96, 71.07
02-09-2023 10:38:24, 745, 19.93, 71.04
02-09-2023 10:38:29, 745, 19.95, 71.08
02-09-2023 10:38:34, 745, 19.95, 71.06
02-09-2023 10:38:39, 745, 19.93, 71.09
02-09-2023 10:38:44, 745, 19.93, 71.09
02-09-2023 10:38:49, 746, 19.94, 71.04
02-09-2023 10:38:54, 746, 19.93, 71.05
02-09-2023 10:38:59, 747, 19.93, 71.05
02-09-2023 10:39:04, 747, 19.94, 71.07
02-09-2023 10:39:09, 747, 19.93, 71.03
02-09-2023 10:39:14, 747, 19.94, 71.02
02-09-2023 10:39:19, 747, 19.94, 71.08
02-09-2023 10:39:24, 748, 19.94, 71.02
02-09-2023 10:39:29, 748, 19.96, 71.05
02-09-2023 10:39:34, 748, 19.94, 71.06
02-09-2023 10:39:39, 748, 19.94, 71.07
02-09-2023 10:39:44, 748, 19.93, 71.04
02-09-2023 10:39:50, 747, 19.95, 71.02
02-09-2023 10:39:55, 747, 19.95, 71.06
02-09-2023 10:40:00, 747, 19.94, 71.03
02-09-2023 10:40:05, 747, 19.96, 71.01
02-09-2023 10:40:10, 747, 19.92, 71.03
02-09-2023 10:40:15, 747, 19.94, 71.01
02-09-2023 10:40:20, 748, 19.92, 71.03
02-09-2023 10:40:25, 748, 19.92, 71.05
02-09-2023 10:40:30, 749, 19.93, 71.04
02-09-2023 10:40:35, 749, 19.94, 71.02
02-09-2023 10:40:40, 750, 19.93, 71.03
02-09-2023 10:40:45, 749, 19.93, 71.05
02-09-2023 10:40:50, 749, 19.91, 71.07
02-09-2023 10:40:55, 751, 19.95, 71.08
02-09-2023 10:41:00, 751, 19.90, 71.12
02-09-2023 10:41:05, 751, 19.90, 71.05
02-09-2023 10:41:10, 750, 19.93, 71.05
02-09-2023 10:41:15, 750, 19.92, 71.11
02-09-2023 10:41:20, 750, 19.93, 71.05
02-09-2023 10:41:25, 750, 19.93, 71.08
02-09-2023 10:41:30, 751, 19.90, 71.06
02-09-2023 10:41:35, 751, 19.92, 71.09
02-09-2023 10:41:40, 752, 19.93, 71.05
02-09-2023 10:41:45, 752, 19.93, 71.09
02-09-2023 10:41:50, 754, 19.91, 71.06
02-09-2023 10:41:55, 754, 19.92, 71.08
02-09-2023 10:42:00, 754, 19.93, 71.10
02-09-2023 10:42:05, 753, 19.90, 71.11
02-09-2023 10:42:10, 753, 19.92, 71.10
02-09-2023 10:42:15, 755, 19.91, 71.07
02-09-2023 10:42:20, 754, 19.90, 71.11
02-09-2023 10:42:25, 754, 19.92, 71.04
02-09-2023 10:42:30, 756, 19.92, 71.05
02-09-2023 10:42:35, 757, 19.90, 71.08
02-09-2023 10:42:40, 756, 19.94, 71.07
02-09-2023 10:42:45, 757, 19.95, 71.09
02-09-2023 10:42:50, 756, 19.93, 71.04
02-09-2023 10:42:55, 756, 19.92, 71.05
02-09-2023 10:43:00, 757, 19.93, 71.11
02-09-2023 10:43:05, 757, 19.92, 71.05
02-09-2023 10:43:10, 757, 19.93, 71.10
02-09-2023 10:43:15, 758, 19.93, 71.10
02-09-2023 10:43:20, 758, 19.94, 71.10
02-09-2023 10:43:25, 758, 19.93, 71.12
02-09-2023 10:43:30, 758, 19.89, 71.09
02-09-2023 10:43:35, 758, 19.89, 71.09
02-09-2023 10:43:40, 757, 19.89, 71.10
02-09-2023 10:43:45, 757, 19.92, 71.06
02-09-2023 10:43:50, 757, 19.91, 71.09
02-09-2023 10:43:55, 757, 19.92, 71.10
02-09-2023 10:44:00, 757, 19.93, 71.13
02-09-2023 10:44:05, 756, 19.92, 71.08
02-09-2023 10:44:10, 757, 19.93, 71.09
02-09-2023 10:44:15, 757, 19.91, 71.07
02-09-2023 10:44:20, 758, 19.93, 71.10
02-09-2023 10:44:25, 758, 19.92, 71.11
02-09-2023 10:44:30, 758, 19.92, 71.11
02-09-2023 10:44:35, 758, 19.91, 71.10
02-09-2023 10:44:40, 759, 19.91, 71.09
02-09-2023 10:44:45, 761, 19.91, 71.11
02-09-2023 10:44:50, 760, 19.90, 71.11
02-09-2023 10:44:55, 760, 19.92, 71.10
02-09-2023 10:45:00, 761, 19.90, 71.12
02-09-2023 10:45:05, 761, 19.91, 71.11
02-09-2023 10:45:10, 761, 19.92, 71.08
02-09-2023 10:45:15, 762, 19.93, 71.12
02-09-2023 10:45:20, 762, 19.94, 71.09
02-09-2023 10:45:25, 762, 19.91, 71.08
02-09-2023 10:45:30, 763, 19.91, 71.12
02-09-2023 10:45:35, 762, 19.91, 71.08
02-09-2023 10:45:40, 763, 19.90, 71.12
02-09-2023 10:45:45, 764, 19.90, 71.11
02-09-2023 10:45:50, 764, 19.91, 71.18
02-09-2023 10:45:55, 765, 19.92, 71.10
02-09-2023 10:46:00, 766, 19.93, 71.11
02-09-2023 10:46:05, 767, 19.93, 71.06
02-09-2023 10:46:10, 766, 19.93, 71.11
02-09-2023 10:46:15, 767, 19.90, 71.11
02-09-2023 10:46:20, 767, 19.88, 71.15
02-09-2023 10:46:25, 767, 19.90, 71.14
02-09-2023 10:46:30, 768, 19.92, 71.13
02-09-2023 10:46:35, 768, 19.90, 71.13
02-09-2023 10:46:40, 769, 19.90, 71.13
02-09-2023 10:46:45, 769, 19.92, 71.13
02-09-2023 10:46:50, 769, 19.90, 71.14
02-09-2023 10:46:55, 769, 19.90, 71.11
02-09-2023 10:47:00, 770, 19.90, 71.15
02-09-2023 10:47:05, 770, 19.90, 71.15
02-09-2023 10:47:10, 770, 19.88, 71.16
02-09-2023 10:47:15, 769, 19.90, 71.14
02-09-2023 10:47:20, 770, 19.89, 71.17
02-09-2023 10:47:25, 769, 19.87, 71.15
02-09-2023 10:47:30, 769, 19.88, 71.14
02-09-2023 10:47:35, 770, 19.91, 71.20
02-09-2023 10:47:40, 770, 19.88, 71.15
02-09-2023 10:47:45, 770, 19.89, 71.12
02-09-2023 10:47:50, 770, 19.90, 71.13
02-09-2023 10:47:55, 770, 19.91, 71.15
02-09-2023 10:48:00, 771, 19.89, 71.12
02-09-2023 10:48:05, 771, 19.90, 71.15
02-09-2023 10:48:10, 772, 19.89, 71.10
02-09-2023 10:48:15, 773, 19.90, 71.14
02-09-2023 10:48:20, 773, 19.90, 71.15
02-09-2023 10:48:25, 773, 19.89, 71.10
02-09-2023 10:48:30, 773, 19.89, 71.13
02-09-2023 10:48:35, 773, 19.89, 71.17
02-09-2023 10:48:40, 774, 19.89, 71.17
02-09-2023 10:48:45, 775, 19.90, 71.13
02-09-2023 10:48:50, 774, 19.91, 71.15
02-09-2023 10:48:55, 775, 19.92, 71.13
02-09-2023 10:49:00, 775, 19.90, 71.15
02-09-2023 10:49:05, 775, 19.90, 71.16
02-09-2023 10:49:10, 776, 19.89, 71.14
02-09-2023 10:49:15, 776, 19.91, 71.18
02-09-2023 10:49:20, 776, 19.91, 71.14
02-09-2023 10:49:25, 776, 19.90, 71.11
02-09-2023 10:49:30, 776, 19.89, 71.14
02-09-2023 10:49:35, 776, 19.90, 71.11
02-09-2023 10:49:40, 776, 19.90, 71.13
02-09-2023 10:49:45, 776, 19.92, 71.11
02-09-2023 10:49:50, 776, 19.91, 71.17
02-09-2023 10:49:55, 776, 19.91, 71.11
02-09-2023 10:50:00, 777, 19.90, 71.15
02-09-2023 10:50:05, 777, 19.90, 71.12
02-09-2023 10:50:10, 778, 19.91, 71.12
02-09-2023 10:50:15, 777, 19.91, 71.14
02-09-2023 10:50:20, 777, 19.90, 71.12
02-09-2023 10:50:25, 777, 19.88, 71.13
02-09-2023 10:50:30, 776, 19.90, 71.14
02-09-2023 10:50:35, 776, 19.88, 71.15
02-09-2023 10:50:40, 777, 19.89, 71.17
02-09-2023 10:50:45, 777, 19.88, 71.17
02-09-2023 10:50:50, 777, 19.89, 71.13
02-09-2023 10:50:55, 777, 19.90, 71.17
02-09-2023 10:51:00, 777, 19.89, 71.16
02-09-2023 10:51:05, 778, 19.89, 71.15
02-09-2023 10:51:10, 778, 19.89, 71.15
02-09-2023 10:51:15, 778, 19.90, 71.14
02-09-2023 10:51:20, 779, 19.89, 71.15
02-09-2023 10:51:25, 779, 19.91, 71.19
02-09-2023 10:51:30, 779, 19.89, 71.19
02-09-2023 10:51:35, 780, 19.86, 71.16
02-09-2023 10:51:40, 780, 19.87, 71.17
02-09-2023 10:51:45, 781, 19.87, 71.17
02-09-2023 10:51:50, 781, 19.89, 71.16
02-09-2023 10:51:55, 782, 19.88, 71.19
02-09-2023 10:52:00, 782, 19.87, 71.14
02-09-2023 10:52:05, 782, 19.86, 71.18
02-09-2023 10:52:10, 783, 19.89, 71.16
02-09-2023 10:52:15, 785, 19.89, 71.19
02-09-2023 10:52:20, 785, 19.89, 71.19
02-09-2023 10:52:25, 785, 19.88, 71.22
02-09-2023 10:52:30, 785, 19.89, 71.17
02-09-2023 10:52:35, 785, 19.89, 71.15
02-09-2023 10:52:40, 785, 19.90, 71.18
02-09-2023 10:52:45, 786, 19.88, 71.14
02-09-2023 10:52:50, 786, 19.90, 71.16
02-09-2023 10:52:55, 787, 19.90, 71.15
02-09-2023 10:53:00, 786, 19.89, 71.16
02-09-2023 10:53:05, 786, 19.87, 71.16
02-09-2023 10:53:10, 787, 19.89, 71.19
02-09-2023 10:53:15, 788, 19.87, 71.17
02-09-2023 10:53:20, 787, 19.88, 71.19
02-09-2023 10:53:25, 787, 19.89, 71.22
02-09-2023 10:53:30, 787, 19.89, 71.21
02-09-2023 10:53:35, 787, 19.88, 71.16
02-09-2023 10:53:40, 788, 19.87, 71.22
02-09-2023 10:53:45, 787, 19.86, 71.17
02-09-2023 10:53:50, 787, 19.87, 71.18
02-09-2023 10:53:55, 787, 19.87, 71.21
02-09-2023 10:54:00, 787, 19.87, 71.22
02-09-2023 10:54:05, 788, 19.86, 71.20
02-09-2023 10:54:10, 788, 19.89, 71.15
02-09-2023 10:54:15, 788, 19.88, 71.23
02-09-2023 10:54:20, 788, 19.87, 71.25
02-09-2023 10:54:25, 789, 19.87, 71.23
02-09-2023 10:54:30, 790, 19.85, 71.25
02-09-2023 10:54:35, 790, 19.88, 71.17
02-09-2023 10:54:40, 790, 19.89, 71.23
02-09-2023 10:54:45, 790, 19.86, 71.23
02-09-2023 10:54:50, 791, 19.88, 71.19
02-09-2023 10:54:55, 792, 19.88, 71.18
02-09-2023 10:55:00, 792, 19.87, 71.16
02-09-2023 10:55:05, 792, 19.87, 71.17
02-09-2023 10:55:10, 792, 19.88, 71.19
02-09-2023 10:55:15, 793, 19.86, 71.15
02-09-2023 10:55:21, 793, 19.87, 71.19
02-09-2023 10:55:26, 794, 19.87, 71.17
02-09-2023 10:55:31, 794, 19.88, 71.21
02-09-2023 10:55:36, 797, 19.88, 71.19
02-09-2023 10:55:41, 796, 19.88, 71.24
02-09-2023 10:55:46, 796, 19.88, 71.19
02-09-2023 10:55:51, 797, 19.86, 71.16
02-09-2023 10:55:56, 796, 19.89, 71.19
02-09-2023 10:56:01, 797, 19.86, 71.19
02-09-2023 10:56:06, 798, 19.89, 71.22
02-09-2023 10:56:11, 797, 19.86, 71.18
02-09-2023 10:56:16, 796, 19.88, 71.18
02-09-2023 10:56:21, 797, 19.85, 71.22
02-09-2023 10:56:26, 796, 19.86, 71.18
02-09-2023 10:56:31, 796, 19.87, 71.16
02-09-2023 10:56:36, 795, 19.86, 71.16
02-09-2023 10:56:41, 796, 19.88, 71.21
02-09-2023 10:56:46, 797, 19.87, 71.25
02-09-2023 10:56:51, 797, 19.88, 71.21
02-09-2023 10:56:56, 798, 19.87, 71.17
02-09-2023 10:57:01, 798, 19.85, 71.20
02-09-2023 10:57:06, 798, 19.88, 71.22
02-09-2023 10:57:11, 799, 19.87, 71.20
02-09-2023 10:57:16, 799, 19.88, 71.14
02-09-2023 10:57:21, 799, 19.89, 71.22
02-09-2023 10:57:26, 799, 19.87, 71.18
02-09-2023 10:57:31, 800, 19.87, 71.19
02-09-2023 10:57:36, 801, 19.88, 71.25
02-09-2023 10:57:41, 802, 19.88, 71.23
02-09-2023 10:57:46, 803, 19.88, 71.19
02-09-2023 10:57:51, 804, 19.89, 71.20
02-09-2023 10:57:56, 805, 19.89, 71.19
02-09-2023 10:58:01, 806, 19.89, 71.23
02-09-2023 10:58:06, 807, 19.88, 71.21
02-09-2023 10:58:11, 808, 19.86, 71.25
02-09-2023 10:58:16, 808, 19.88, 71.18
02-09-2023 10:58:21, 808, 19.88, 71.22
02-09-2023 10:58:26, 809, 19.85, 71.21
02-09-2023 10:58:31, 810, 19.87, 71.24
02-09-2023 10:58:36, 811, 19.86, 71.24
02-09-2023 10:58:41, 811, 19.87, 71.18
02-09-2023 10:58:46, 811, 19.85, 71.24
02-09-2023 10:58:51, 812, 19.86, 71.23
02-09-2023 10:58:56, 812, 19.87, 71.23
02-09-2023 10:59:01, 812, 19.87, 71.24
02-09-2023 10:59:06, 813, 19.87, 71.25
02-09-2023 10:59:11, 813, 19.87, 71.19
02-09-2023 10:59:16, 813, 19.89, 71.24
02-09-2023 10:59:21, 813, 19.88, 71.21
02-09-2023 10:59:26, 813, 19.85, 71.18
02-09-2023 10:59:31, 813, 19.86, 71.20
02-09-2023 10:59:36, 813, 19.87, 71.19
02-09-2023 10:59:41, 813, 19.87, 71.22
02-09-2023 10:59:46, 812, 19.87, 71.18
02-09-2023 10:59:51, 813, 19.88, 71.22
02-09-2023 10:59:56, 813, 19.85, 71.21
02-09-2023 11:00:01, 814, 19.88, 71.22
02-09-2023 11:00:06, 814, 19.89, 71.23
02-09-2023 11:00:11, 813, 19.89, 71.22
02-09-2023 11:00:16, 814, 19.86, 71.20
02-09-2023 11:00:21, 814, 19.87, 71.17
02-09-2023 11:00:26, 814, 19.89, 71.21
02-09-2023 11:00:31, 814, 19.86, 71.18
02-09-2023 11:00:36, 815, 19.86, 71.19
02-09-2023 11:00:41, 818, 19.87, 71.19
02-09-2023 11:00:46, 817, 19.86, 71.16
02-09-2023 11:00:51, 816, 19.90, 71.23
02-09-2023 11:00:56, 816, 19.86, 71.23
02-09-2023 11:01:01, 816, 19.88, 71.17
02-09-2023 11:01:06, 816, 19.88, 71.23
02-09-2023 11:01:11, 817, 19.88, 71.22
02-09-2023 11:01:16, 816, 19.84, 71.23
02-09-2023 11:01:21, 817, 19.88, 71.25
02-09-2023 11:01:26, 817, 19.85, 71.22
02-09-2023 11:01:31, 817, 19.87, 71.22
02-09-2023 11:01:36, 817, 19.87, 71.20
02-09-2023 11:01:41, 817, 19.86, 71.18
02-09-2023 11:01:46, 817, 19.87, 71.19
02-09-2023 11:01:51, 817, 19.87, 71.19
02-09-2023 11:01:56, 818, 19.87, 71.23
02-09-2023 11:02:01, 818, 19.86, 71.21
02-09-2023 11:02:06, 818, 19.87, 71.19
02-09-2023 11:02:11, 819, 19.88, 71.19
02-09-2023 11:02:16, 818, 19.87, 71.19
02-09-2023 11:02:21, 818, 19.87, 71.18
02-09-2023 11:02:26, 819, 19.88, 71.19
02-09-2023 11:02:31, 819, 19.86, 71.20
02-09-2023 11:02:36, 819, 19.85, 71.20
02-09-2023 11:02:41, 819, 19.89, 71.22
02-09-2023 11:02:46, 819, 19.86, 71.20
02-09-2023 11:02:51, 820, 19.88, 71.23
02-09-2023 11:02:56, 820, 19.87, 71.25
02-09-2023 11:03:01, 821, 19.85, 71.24
02-09-2023 11:03:06, 821, 19.84, 71.26
02-09-2023 11:03:11, 821, 19.84, 71.27
02-09-2023 11:03:16, 822, 19.84, 71.27
02-09-2023 11:03:21, 821, 19.85, 71.26
02-09-2023 11:03:26, 822, 19.87, 71.28
02-09-2023 11:03:31, 823, 19.86, 71.27
02-09-2023 11:03:36, 824, 19.85, 71.24
02-09-2023 11:03:41, 824, 19.86, 71.28
02-09-2023 11:03:46, 824, 19.87, 71.23
02-09-2023 11:03:51, 824, 19.88, 71.27
02-09-2023 11:03:56, 824, 19.87, 71.24
02-09-2023 11:04:01, 823, 19.87, 71.21
02-09-2023 11:04:06, 823, 19.85, 71.24
02-09-2023 11:04:11, 823, 19.85, 71.25
02-09-2023 11:04:16, 823, 19.86, 71.23
02-09-2023 11:04:21, 822, 19.88, 71.24
02-09-2023 11:04:26, 823, 19.85, 71.22
02-09-2023 11:04:31, 823, 19.86, 71.23
02-09-2023 11:04:36, 824, 19.86, 71.21
02-09-2023 11:04:41, 825, 19.87, 71.22
02-09-2023 11:04:46, 826, 19.86, 71.23
02-09-2023 11:04:51, 828, 19.87, 71.19
02-09-2023 11:04:56, 829, 19.88, 71.23
02-09-2023 11:05:01, 831, 19.90, 71.17
02-09-2023 11:05:06, 830, 19.86, 71.21
02-09-2023 11:05:11, 830, 19.88, 71.21
02-09-2023 11:05:16, 829, 19.87, 71.17
02-09-2023 11:05:21, 830, 19.89, 71.19
02-09-2023 11:05:26, 830, 19.88, 71.21
02-09-2023 11:05:31, 830, 19.88, 71.18
02-09-2023 11:05:36, 830, 19.88, 71.21
02-09-2023 11:05:41, 829, 19.87, 71.24
02-09-2023 11:05:46, 829, 19.86, 71.21
02-09-2023 11:05:51, 829, 19.85, 71.25
02-09-2023 11:05:56, 830, 19.87, 71.26
02-09-2023 11:06:01, 830, 19.85, 71.26
02-09-2023 11:06:06, 830, 19.88, 71.23
02-09-2023 11:06:11, 830, 19.86, 71.23
02-09-2023 11:06:16, 830, 19.87, 71.22
02-09-2023 11:06:21, 830, 19.87, 71.24
02-09-2023 11:06:26, 830, 19.87, 71.19
02-09-2023 11:06:31, 830, 19.89, 71.17
02-09-2023 11:06:36, 829, 19.87, 71.24
02-09-2023 11:06:41, 830, 19.88, 71.18
02-09-2023 11:06:46, 831, 19.89, 71.19
02-09-2023 11:06:51, 831, 19.87, 71.20
02-09-2023 11:06:56, 831, 19.86, 71.18
02-09-2023 11:07:01, 831, 19.88, 71.14
02-09-2023 11:07:06, 832, 19.88, 71.18
02-09-2023 11:07:11, 833, 19.90, 71.17
02-09-2023 11:07:16, 833, 19.88, 71.14
02-09-2023 11:07:21, 833, 19.88, 71.21
02-09-2023 11:07:26, 834, 19.87, 71.17
02-09-2023 11:07:31, 834, 19.88, 71.19
02-09-2023 11:07:36, 834, 19.87, 71.22
02-09-2023 11:07:41, 834, 19.90, 71.21
02-09-2023 11:07:46, 834, 19.88, 71.19
02-09-2023 11:07:51, 834, 19.86, 71.17
02-09-2023 11:07:56, 834, 19.85, 71.19
02-09-2023 11:08:01, 835, 19.86, 71.24
02-09-2023 11:08:06, 835, 19.88, 71.19
02-09-2023 11:08:11, 834, 19.86, 71.22
02-09-2023 11:08:16, 836, 19.87, 71.21
02-09-2023 11:08:21, 836, 19.88, 71.23
02-09-2023 11:08:26, 838, 19.84, 71.18
02-09-2023 11:08:31, 838, 19.88, 71.22
02-09-2023 11:08:36, 839, 19.86, 71.18
02-09-2023 11:08:41, 839, 19.88, 71.18
02-09-2023 11:08:46, 839, 19.88, 71.22
02-09-2023 11:08:51, 838, 19.89, 71.22
02-09-2023 11:08:56, 839, 19.87, 71.17
02-09-2023 11:09:01, 839, 19.89, 71.17
02-09-2023 11:09:06, 839, 19.86, 71.20
02-09-2023 11:09:11, 839, 19.88, 71.15
02-09-2023 11:09:16, 839, 19.88, 71.19
02-09-2023 11:09:21, 840, 19.89, 71.19
02-09-2023 11:09:26, 840, 19.87, 71.18
02-09-2023 11:09:31, 840, 19.86, 71.23
02-09-2023 11:09:36, 840, 19.88, 71.19
02-09-2023 11:09:41, 842, 19.88, 71.18
02-09-2023 11:09:46, 841, 19.85, 71.20
02-09-2023 11:09:51, 842, 19.88, 71.21
02-09-2023 11:09:56, 842, 19.87, 71.23
02-09-2023 11:10:02, 843, 19.87, 71.17
02-09-2023 11:10:07, 843, 19.87, 71.16
02-09-2023 11:10:12, 843, 19.89, 71.17
02-09-2023 11:10:17, 844, 19.88, 71.17
02-09-2023 11:10:22, 843, 19.89, 71.21
02-09-2023 11:10:27, 844, 19.89, 71.15
02-09-2023 11:10:32, 844, 19.87, 71.21
02-09-2023 11:10:37, 845, 19.88, 71.17
02-09-2023 11:10:42, 846, 19.87, 71.19
02-09-2023 11:10:47, 846, 19.88, 71.16
02-09-2023 11:10:52, 846, 19.89, 71.13
02-09-2023 11:10:57, 847, 19.87, 71.19
02-09-2023 11:11:02, 847, 19.88, 71.14
02-09-2023 11:11:07, 847, 19.87, 71.17
02-09-2023 11:11:12, 846, 19.87, 71.21
02-09-2023 11:11:17, 846, 19.88, 71.21
02-09-2023 11:11:22, 846, 19.88, 71.23
02-09-2023 11:11:27, 846, 19.88, 71.17
02-09-2023 11:11:32, 846, 19.88, 71.18
02-09-2023 11:11:37, 847, 19.88, 71.14
02-09-2023 11:11:42, 846, 19.89, 71.14
02-09-2023 11:11:47, 846, 19.89, 71.15
02-09-2023 11:11:52, 847, 19.89, 71.15
02-09-2023 11:11:57, 848, 19.90, 71.14
02-09-2023 11:12:02, 848, 19.88, 71.16
02-09-2023 11:12:07, 849, 19.87, 71.18
02-09-2023 11:12:12, 849, 19.87, 71.19
02-09-2023 11:12:17, 849, 19.88, 71.17
02-09-2023 11:12:22, 849, 19.89, 71.21
02-09-2023 11:12:27, 849, 19.89, 71.17
02-09-2023 11:12:32, 850, 19.89, 71.20
02-09-2023 11:12:37, 850, 19.86, 71.17
02-09-2023 11:12:42, 850, 19.88, 71.19
02-09-2023 11:12:47, 851, 19.86, 71.18
02-09-2023 11:12:52, 851, 19.85, 71.19
